osmid,name,activity_type,x,y,wgs84_coords,h3_index,latitude,longitude
101,Unnamed_home_101,home,100.49974665,13.7557254,"(100.49974665, 13.7557254)",8864a4b139fffff,13.7557254,100.49974665
102,Unnamed_home_102,home,100.50208930911698,13.75611077524606,"(100.50208930911698, 13.75611077524606)",8864a4b139fffff,13.75611077524606,100.50208930911698
103,Unnamed_home_103,home,100.50186852162156,13.75598809762316,"(100.50186852162156, 13.75598809762316)",8864a4b139fffff,13.75598809762316,100.50186852162156
104,ตลาดนัด,other,100.50163860079456,13.754901884590094,"(100.50163860079456, 13.754901884590094)",8864a4b139fffff,13.754901884590094,100.50163860079456
105,ถนนตะนาว,other,100.49871395,13.755589999999998,"(100.49871395, 13.755589999999998)",8864a4b13bfffff,13.755589999999998,100.49871395
106,ถนนตะนาว,other,100.4988184145231,13.756408764434394,"(100.4988184145231, 13.756408764434394)",8864a4b13bfffff,13.756408764434394,100.4988184145231
107,เทวสถานโบสถ์พราหมณ์,religion,100.50060165141244,13.75238653255958,"(100.50060165141244, 13.75238653255958)",8864a4b139fffff,13.75238653255958,100.50060165141244
108,ริมขอบฟ้า,shopping,100.50137240991776,13.75624837744156,"(100.50137240991776, 13.75624837744156)",8864a4b139fffff,13.75624837744156,100.50137240991776
109,Unnamed_park_109,park,100.50152525784432,13.756141263535376,"(100.50152525784432, 13.756141263535376)",8864a4b139fffff,13.756141263535376,100.50152525784432
110,Unnamed_home_110,home,100.49820726333893,13.756217935310389,"(100.49820726333893, 13.756217935310389)",8864a4b13bfffff,13.756217935310389,100.49820726333893
111,mercedes benz showroom,work,100.50096057280768,13.75607375322169,"(100.50096057280768, 13.75607375322169)",8864a4b139fffff,13.75607375322169,100.50096057280768
112,Unnamed_home_112,home,100.50130543777333,13.755796591485575,"(100.50130543777333, 13.755796591485575)",8864a4b139fffff,13.755796591485575,100.50130543777333
113,Unnamed_home_113,home,100.5005955,13.75587895,"(100.5005955, 13.75587895)",8864a4b139fffff,13.75587895,100.5005955
114,Unnamed_home_114,home,100.49999858783552,13.755753978381168,"(100.49999858783552, 13.755753978381168)",8864a4b139fffff,13.755753978381168,100.49999858783552
115,Unnamed_home_115,home,100.5004103774343,13.755976800503186,"(100.5004103774343, 13.755976800503186)",8864a4b139fffff,13.755976800503186,100.5004103774343
116,Unnamed_home_116,home,100.5005236,13.755500850000002,"(100.5005236, 13.755500850000002)",8864a4b139fffff,13.755500850000002,100.5005236
117,Unnamed_home_117,home,100.50075163488674,13.755863729429528,"(100.50075163488674, 13.755863729429528)",8864a4b139fffff,13.755863729429528,100.50075163488674
118,Unnamed_home_118,home,100.50090555,13.75581285,"(100.50090555, 13.75581285)",8864a4b139fffff,13.75581285,100.50090555
119,Unnamed_home_119,home,100.50075940085898,13.755254597635618,"(100.50075940085898, 13.755254597635618)",8864a4b139fffff,13.755254597635618,100.50075940085898
120,Unnamed_home_120,home,100.50106300057804,13.755450617483966,"(100.50106300057804, 13.755450617483966)",8864a4b139fffff,13.755450617483966,100.50106300057804
121,Unnamed_home_121,home,100.50109842021324,13.755664882051914,"(100.50109842021324, 13.755664882051914)",8864a4b139fffff,13.755664882051914,100.50109842021324
122,Unnamed_home_122,home,100.50112291690176,13.755526868914686,"(100.50112291690176, 13.755526868914686)",8864a4b139fffff,13.755526868914686,100.50112291690176
123,Unnamed_home_123,home,100.500565,13.75576865,"(100.500565, 13.75576865)",8864a4b139fffff,13.75576865,100.500565
124,Unnamed_home_124,home,100.50090130185691,13.755246994429353,"(100.50090130185691, 13.755246994429353)",8864a4b139fffff,13.755246994429353,100.50090130185691
125,Unnamed_home_125,home,100.50142085,13.7554202,"(100.50142085, 13.7554202)",8864a4b139fffff,13.7554202,100.50142085
126,Unnamed_home_126,home,100.50144765,13.755556950000004,"(100.50144765, 13.755556950000004)",8864a4b139fffff,13.755556950000004,100.50144765
127,Unnamed_home_127,home,100.50169819999998,13.7554423,"(100.50169819999998, 13.7554423)",8864a4b139fffff,13.7554423,100.50169819999998
128,Unnamed_home_128,home,100.50189659987656,13.755396452972482,"(100.50189659987656, 13.755396452972482)",8864a4b139fffff,13.755396452972482,100.50189659987656
129,Unnamed_home_129,home,100.50198070545896,13.755651262526277,"(100.50198070545896, 13.755651262526277)",8864a4b139fffff,13.755651262526277,100.50198070545896
130,Unnamed_home_130,home,100.50197270910542,13.755756436048127,"(100.50197270910542, 13.755756436048127)",8864a4b139fffff,13.755756436048127,100.50197270910542
131,Unnamed_home_131,home,100.50194355173484,13.755519693206256,"(100.50194355173484, 13.755519693206256)",8864a4b139fffff,13.755519693206256,100.50194355173484
132,Unnamed_home_132,home,100.50196012518154,13.755593565612063,"(100.50196012518154, 13.755593565612063)",8864a4b139fffff,13.755593565612063,100.50196012518154
133,Unnamed_home_133,home,100.50198855,13.75586565,"(100.50198855, 13.75586565)",8864a4b139fffff,13.75586565,100.50198855
134,Unnamed_home_134,home,100.501749,13.75566985,"(100.501749, 13.75566985)",8864a4b139fffff,13.75566985,100.501749
135,Unnamed_home_135,home,100.5017363,13.755547999999996,"(100.5017363, 13.755547999999996)",8864a4b139fffff,13.755547999999996,100.5017363
136,Unnamed_home_136,home,100.50174662318,13.75523310643197,"(100.50174662318, 13.75523310643197)",8864a4b139fffff,13.75523310643197,100.50174662318
137,Unnamed_home_137,home,100.5017611439442,13.755305565849977,"(100.5017611439442, 13.755305565849977)",8864a4b139fffff,13.755305565849977,100.5017611439442
138,Unnamed_home_138,home,100.50159672878245,13.754997185704562,"(100.50159672878245, 13.754997185704562)",8864a4b139fffff,13.754997185704562,100.50159672878245
139,Unnamed_religion_139,religion,100.49826551100335,13.753850829981076,"(100.49826551100335, 13.753850829981076)",8864a4b13bfffff,13.753850829981076,100.49826551100335
140,ตลาดล็อตเตอรี่ศาลเจ้าพ่อเสือ,other,100.49818377471206,13.75407150329012,"(100.49818377471206, 13.75407150329012)",8864a4b13bfffff,13.75407150329012,100.49818377471206
141,Unnamed_home_141,home,100.49829853801458,13.754405598397447,"(100.49829853801458, 13.754405598397447)",8864a4b13bfffff,13.754405598397447,100.49829853801458
142,Unnamed_shopping_142,shopping,100.49842434039036,13.754493950189064,"(100.49842434039036, 13.754493950189064)",8864a4b13bfffff,13.754493950189064,100.49842434039036
143,Unnamed_dining_143,dining,100.49841321865632,13.754399709017154,"(100.49841321865632, 13.754399709017154)",8864a4b13bfffff,13.754399709017154,100.49841321865632
144,Unnamed_dining_144,dining,100.4984078006908,13.75431559583362,"(100.4984078006908, 13.75431559583362)",8864a4b13bfffff,13.75431559583362,100.4984078006908
145,Unnamed_home_145,home,100.49852208906918,13.754519677768291,"(100.49852208906918, 13.754519677768291)",8864a4b13bfffff,13.754519677768291,100.49852208906918
146,Unnamed_home_146,home,100.49841483629584,13.754250037235506,"(100.49841483629584, 13.754250037235506)",8864a4b13bfffff,13.754250037235506,100.49841483629584
147,Unnamed_home_147,home,100.49837117260137,13.75368264093329,"(100.49837117260137, 13.75368264093329)",8864a4b13bfffff,13.75368264093329,100.49837117260137
148,Unnamed_home_148,home,100.49813653119185,13.75366376422343,"(100.49813653119185, 13.75366376422343)",8864a4b13bfffff,13.75366376422343,100.49813653119185
149,Unnamed_home_149,home,100.4981038130585,13.75356712570166,"(100.4981038130585, 13.75356712570166)",8864a4b13bfffff,13.75356712570166,100.4981038130585
150,Unnamed_home_150,home,100.49819458929788,13.753569107965372,"(100.49819458929788, 13.753569107965372)",8864a4b13bfffff,13.753569107965372,100.49819458929788
151,Unnamed_dining_151,dining,100.49836571978754,13.753603524764976,"(100.49836571978754, 13.753603524764976)",8864a4b13bfffff,13.753603524764976,100.49836571978754
152,Unnamed_shopping_152,shopping,100.49834044331024,13.75350492349204,"(100.49834044331024, 13.75350492349204)",8864a4b13bfffff,13.75350492349204,100.49834044331024
153,Unnamed_home_153,home,100.49857476816209,13.75371469055055,"(100.49857476816209, 13.75371469055055)",8864a4b13bfffff,13.75371469055055,100.49857476816209
154,Unnamed_home_154,home,100.49858027012657,13.75363726536997,"(100.49858027012657, 13.75363726536997)",8864a4b13bfffff,13.75363726536997,100.49858027012657
155,Unnamed_home_155,home,100.49856495420136,13.753448740296328,"(100.49856495420136, 13.753448740296328)",8864a4b13bfffff,13.753448740296328,100.49856495420136
156,Unnamed_shopping_156,shopping,100.4986192,13.753925033333331,"(100.4986192, 13.753925033333331)",8864a4b13bfffff,13.753925033333331,100.4986192
157,Unnamed_home_157,home,100.4987361,13.753669250000002,"(100.4987361, 13.753669250000002)",8864a4b13bfffff,13.753669250000002,100.4987361
158,Unnamed_shopping_158,shopping,100.49871720397697,13.753913810570817,"(100.49871720397697, 13.753913810570817)",8864a4b13bfffff,13.753913810570817,100.49871720397697
159,Unnamed_dining_159,dining,100.49840517160912,13.754680006378472,"(100.49840517160912, 13.754680006378472)",8864a4b13bfffff,13.754680006378472,100.49840517160912
160,Unnamed_home_160,home,100.49810505269538,13.754700723622188,"(100.49810505269538, 13.754700723622188)",8864a4b13bfffff,13.754700723622188,100.49810505269538
161,Unnamed_home_161,home,100.4980877527082,13.754393376875257,"(100.4980877527082, 13.754393376875257)",8864a4b13bfffff,13.754393376875257,100.4980877527082
162,Unnamed_home_162,home,100.49812168542712,13.753425908837375,"(100.49812168542712, 13.753425908837375)",8864a4b13bfffff,13.753425908837375,100.49812168542712
163,Unnamed_home_163,home,100.497963135442,13.753530854808464,"(100.497963135442, 13.753530854808464)",8864a4b13bfffff,13.753530854808464,100.497963135442
164,Unnamed_home_164,home,100.49783250916909,13.752563150898949,"(100.49783250916909, 13.752563150898949)",8864a4b13bfffff,13.752563150898949,100.49783250916909
165,Unnamed_home_165,home,100.49787058599432,13.752804652789113,"(100.49787058599432, 13.752804652789113)",8864a4b13bfffff,13.752804652789113,100.49787058599432
166,บริษัท อักษรเจริญทัศน์ อจท. จำกัด,work,100.49872126723544,13.75292006589617,"(100.49872126723544, 13.75292006589617)",8864a4b13bfffff,13.75292006589617,100.49872126723544
167,Aksorn Education PLC (Head Office),work,100.49818520911543,13.753210574310405,"(100.49818520911543, 13.753210574310405)",8864a4b13bfffff,13.753210574310405,100.49818520911543
168,Unnamed_home_168,home,100.50111350000002,13.7527241,"(100.50111350000002, 13.7527241)",8864a4b139fffff,13.7527241,100.50111350000002
169,Unnamed_other_169,other,100.50155017631216,13.752125664959625,"(100.50155017631216, 13.752125664959625)",8864a4b139fffff,13.752125664959625,100.50155017631216
170,Unnamed_other_170,other,100.501405320228,13.752146672485107,"(100.501405320228, 13.752146672485107)",8864a4b139fffff,13.752146672485107,100.501405320228
171,Unnamed_other_171,other,100.50150279709464,13.75229940514892,"(100.50150279709464, 13.75229940514892)",8864a4b139fffff,13.75229940514892,100.50150279709464
172,Unnamed_home_172,home,100.49826250786002,13.755480411702749,"(100.49826250786002, 13.755480411702749)",8864a4b13bfffff,13.755480411702749,100.49826250786002
173,Unnamed_home_173,home,100.4986565,13.75608045,"(100.4986565, 13.75608045)",8864a4b13bfffff,13.75608045,100.4986565
174,Unnamed_home_174,home,100.4986601,13.7561104,"(100.4986601, 13.7561104)",8864a4b13bfffff,13.7561104,100.4986601
175,Unnamed_home_175,home,100.4986696,13.75614165,"(100.4986696, 13.75614165)",8864a4b13bfffff,13.75614165,100.4986696
176,Unnamed_home_176,home,100.4986182,13.755975650000002,"(100.4986182, 13.755975650000002)",8864a4b13bfffff,13.755975650000002,100.4986182
177,Unnamed_home_177,home,100.498688,13.75604605,"(100.498688, 13.75604605)",8864a4b13bfffff,13.75604605,100.498688
178,Unnamed_home_178,home,100.49868142297208,13.756012945668656,"(100.49868142297208, 13.756012945668656)",8864a4b13bfffff,13.756012945668656,100.49868142297208
179,Unnamed_home_179,home,100.49867779999998,13.755964149999995,"(100.49867779999998, 13.755964149999995)",8864a4b13bfffff,13.755964149999995,100.49867779999998
180,Unnamed_home_180,home,100.49868302304606,13.756204943532987,"(100.49868302304606, 13.756204943532987)",8864a4b13bfffff,13.756204943532987,100.49868302304606
181,Unnamed_home_181,home,100.4986921,13.7562805,"(100.4986921, 13.7562805)",8864a4b13bfffff,13.7562805,100.4986921
182,Unnamed_home_182,home,100.49863509435744,13.755833976777312,"(100.49863509435744, 13.755833976777312)",8864a4b13bfffff,13.755833976777312,100.49863509435744
183,Unnamed_home_183,home,100.4988989,13.756095,"(100.4988989, 13.756095)",8864a4b13bfffff,13.756095,100.4988989
184,Unnamed_home_184,home,100.49826628955954,13.755918378915,"(100.49826628955954, 13.755918378915)",8864a4b13bfffff,13.755918378915,100.49826628955954
185,Unnamed_home_185,home,100.49816216097018,13.75596087070656,"(100.49816216097018, 13.75596087070656)",8864a4b13bfffff,13.75596087070656,100.49816216097018
186,Unnamed_home_186,home,100.49830739402285,13.756020226990222,"(100.49830739402285, 13.756020226990222)",8864a4b13bfffff,13.756020226990222,100.49830739402285
187,Unnamed_home_187,home,100.49840843079744,13.756015741152424,"(100.49840843079744, 13.756015741152424)",8864a4b13bfffff,13.756015741152424,100.49840843079744
188,Unnamed_home_188,home,100.4984626,13.7558962,"(100.4984626, 13.7558962)",8864a4b13bfffff,13.7558962,100.4984626
189,Unnamed_home_189,home,100.49850997854097,13.75606350643357,"(100.49850997854097, 13.75606350643357)",8864a4b13bfffff,13.75606350643357,100.49850997854097
190,Unnamed_home_190,home,100.49840450815014,13.756232823432684,"(100.49840450815014, 13.756232823432684)",8864a4b13bfffff,13.756232823432684,100.49840450815014
191,Unnamed_home_191,home,100.49900865000002,13.755814900000004,"(100.49900865000002, 13.755814900000004)",8864a4b13bfffff,13.755814900000004,100.49900865000002
192,Unnamed_home_192,home,100.49917177808732,13.755779659361488,"(100.49917177808732, 13.755779659361488)",8864a4b13bfffff,13.755779659361488,100.49917177808732
193,Unnamed_home_193,home,100.49926830904803,13.75563977504304,"(100.49926830904803, 13.75563977504304)",8864a4b13bfffff,13.75563977504304,100.49926830904803
194,Unnamed_home_194,home,100.49927174999998,13.7556956,"(100.49927174999998, 13.7556956)",8864a4b13bfffff,13.7556956,100.49927174999998
195,Unnamed_home_195,home,100.4992933,13.7557597,"(100.4992933, 13.7557597)",8864a4b13bfffff,13.7557597,100.4992933
196,Unnamed_home_196,home,100.49946971867251,13.756101288320536,"(100.49946971867251, 13.756101288320536)",8864a4b13bfffff,13.756101288320536,100.49946971867251
197,Unnamed_home_197,home,100.4990903775294,13.756323405151209,"(100.4990903775294, 13.756323405151209)",8864a4b13bfffff,13.756323405151209,100.4990903775294
